id	paper	permanent_id	sample_type	latitude	longitude	continent	year_of_sampling_from	year_of_sampling_to	Biome	primers	MAT	MAP	pH	SOC	ITS_total	manipulated	abundances
41521	1	GF05031996S	soil	52.16	10.6576	Europe	2018	2018	grassland	ITS9MUNngs/ITS4ngsUni	9.4	632	7.3	8.9	1167	0	4
41567	684	GF01016239S	soil	49.4787	118.417	Asia	2015	2015	grassland	ITS3_KYO2/ITS4	0	316	8	3.5	12828	0	1
41633	123	GF05019347S	soil	50.9338	5.3092	Europe	2018	2018	grassland	ITS86F/ITS4	10.5	797	6.1	3.8	18477	0	1
41787	491	GF03009475S	soil	36.2753	106.391	Asia	2017	2017	grassland	ITS5/ITS2	5.9	516	8.1	5.5	77579	0	12
41802	572	GF03003483S	soil	40.83	124.74	Asia	2017	2017	forest	ITS1F/ITS2	7.3	955	5.9	10.6	44817	0	17
41803	365	GF04018173S	soil	36.2514	106.386	Asia	2017	2017	grassland	ITS1F/ITS2	5.8	577	7.9	13.7	78102	0	3
41809	365	GF04018187S	soil	36.2514	106.386	Asia	2017	2017	grassland	ITS1F/ITS2	5.8	577	7.9	13.7	83409	0	2
41818	298	GF05002895S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	20014	0	17
41822	439	GF04003351S	soil	43.5	124.23	Asia	2017	2017	cropland	ITS5/ITS2	6.8	534	7.8	3.7	80443	0	5
41909	439	GF04003403S	soil	25.44	102.83	Asia	2017	2017	cropland	ITS5/ITS2	13.4	1143	5.9	13.1	59388	0	1149
41910	1	GF05032087S	soil	49.0109	2.4276	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	11	656	7.4	1.7	8841	0	2
41913	1	GF05031385S	soil	47.8081	1.31756	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	11.4	627	6.9	5.3	8084	0	2
42033	245	GF05009810S	root	33.47	-117.03	North America	2016	2016	grassland	5.8S_Fun/ITS4_Fun	17.6	412	6.7	3.9	10999	0	4
42035	245	GF05009831S	soil	34.2	-117.77	North America	2016	2016	shrubland	5.8S_Fun/ITS4_Fun	15.5	582	6.4	4.5	7771	0	7
42044	245	GF05009839S	root	34.2	-117.77	North America	2016	2016	grassland	5.8S_Fun/ITS4_Fun	15.5	582	6.4	4.5	2535	0	115
42045	245	GF05009840S	root	34.2	-117.77	North America	2016	2016	grassland	5.8S_Fun/ITS4_Fun	15.5	582	6.4	4.5	7229	0	12
42081	194	GF05012993S	soil	11.2842	-74.0114	South America	2014	2014	woodland	ITS9MUNngs/ITS4ngsUni	25.9	1757	6.1	6.2	5977	0	2
42089	312	GF05000329V	soil	-2.37	30.18	Africa	2018	2018	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	5.8	1.9	14889	0	1
42105	442	GF04003157S	soil	37.6167	101.2	Asia	2012	2012	grassland	gITS7/ITS4	-0.3	362	7.5	2.7	24581	0	6
42169	80	GF05023421S	soil	35.553	-80.653	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.4	1121	5.6	6.5	35131	0	7
42219	316	GF05001448S	soil	33.2167	116.583	Asia	2015	2015	cropland	ITS5/ITS2	15.5	871	8	5.9	37114	0	4
42326	80	GF05023260S	root	35.735	-78.702	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.8	1154	5.2	4.7	38747	0	1
42349	345	GF04019976S	soil	35.0052	117	Asia	2015	2015	cropland	ITS3/ITS4	14.4	754	7.7	4.9	57385	0	18
42350	819	GF01004952S	soil	35.0052	117	Asia	2015	2015	cropland	ITS3/ITS4	14.4	754	7.7	4.9	57384	0	18
42388	784	GF01007136S	soil	34.5614	107.921	Asia	2016	2016	forest	ITS5/ITS2	11.5	825	7	14.8	38660	0	3
42437	32	GF05028099S	rhizosphere soil	28.3667	-16.8041	Africa	2018	2018	cropland	ITS1/ITS4	20.7	429	6.7	5.9	18500	0	24
42463	42	GF05026672S	root	-21.2775	55.7913	Africa	2019	2019	shrubland	ITS86F/ITS4	22.9	4597	4.9	7.7	14426	0	1
42473	339	GF04020242S	soil	30.1455	113.096	Asia	2015	2015	cropland	gITS7/ITS4	17.5	1217	6.9	12.5	21089	0	15
42474	73	GF05023654S	rhizosphere soil	44.3617	89.0889	Asia	2017	2017	cropland	ITS5/ITS2	8.9	179	8.2	0.6	70276	0	14
42506	439	GF04003427S	soil	23.8	111.88	Asia	2017	2017	cropland	ITS5/ITS2	21.9	1164	6.5	11.6	80056	0	6
42507	819	GF01004940S	rhizosphere soil	33.2211	115.506	Asia	2015	2015	cropland	ITS3/ITS4	15.7	862	8.1	6.6	58941	0	1713
42606	658	GF01019137S	soil	33.1897	86.8883	Asia	2011	2011	desert	ITS3/ITS4	-2.6	123	8.6	0	43553	0	1
42640	439	GF04003286S	soil	29.04	111.63	Asia	2017	2017	cropland	ITS5/ITS2	17.9	1372	6.6	14.2	68330	0	5
42646	345	GF04019977S	soil	37.7664	114.831	Asia	2014	2014	cropland	ITS3/ITS4	14.5	515	8	5.6	69364	0	1
42647	270	GF05005403S	rhizosphere soil	32.8667	120.817	Asia	2018	2018	forest	ITS3/ITS4	15.3	1057	6.9	10.5	74185	1	3
42684	123	GF05019119S	soil	50.9239	4.54272	Europe	2018	2018	grassland	ITS86F/ITS4	10.5	758	6.1	2.2	15475	0	4
42694	181	GF05014395S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	40129	0	13
42709	160	GF05016083S	rhizosphere soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	23204	0	19
42714	80	GF05023122S	shoot	34.767	-78.101	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	17.4	1280	5.3	12.8	18790	0	4
42721	431	GF04004018S	root	38.8586	-99.3354	North America	2015	2015	grassland	fITS7/ITS4	12.6	547	7.3	2.3	33328	1	871
42734	117	GF05019839S	soil	59.1974	24.2559	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	6.1	599	6	14.2	36941	0	34
42781	807	GF01005438S	soil	52.8979	-3.8597	Europe	2013	2014	grassland	ITS5/5.8S_fungi	8	1777	5.1	18.5	110367	0	38
42837	270	GF05005413S	rhizosphere soil	32.8667	120.817	Asia	2018	2018	forest	ITS3/ITS4	15.3	1057	6.9	10.5	77120	1	58
42852	298	GF05002993S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	21474	0	7
42854	731	GF01011264S	root + rhizosphere soil	48.4136	14.3736	Europe	2014	2014	grassland	fITS9/ITS4	7.7	733	6.4	13.7	13716	0	3
42927	339	GF04020244S	soil	30.0302	114.777	Asia	2015	2015	cropland	gITS7/ITS4	17.5	1295	6.1	13.7	8221	0	5
43004	122	GF05019581S	rhizosphere soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	60194	0	2
43042	697	GF01013845S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	39280	0	20
43043	697	GF01013851S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	42091	0	34
43044	697	GF01013834S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	35903	0	1
43045	697	GF01013856S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	44453	0	1
43046	697	GF01013846S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	30356	0	3
43047	697	GF01013835S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	31550	0	5
43070	261	GF05006568S	soil	35.3832	-78.0389	North America	2016	2016	cropland	ITS1F_KYO2/ITS2_KYO2	16.7	1192	5.4	7.4	138738	0	99
43071	181	GF05014559S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	36073	0	15
43081	109	GF05020453S	soil	52.7579	8.5475	Europe	2020	2020	cropland	fITS7/ITS4	9.5	745	5.8	15.5	10422	0	9
43239	573	GF03003457S	soil	42.5803	-2.85285	Europe	2017	2017	cropland	ITS3_KYO2/ITS4	13.1	602	7.5	3.8	174535	0	53
43418	226	GF05011031S	soil	30.37	114.2	Asia	2017	2017	cropland	ITS3/ITS4	17.4	1283	6.4	13.6	16484	0	261
43425	339	GF04020246S	soil	29.9867	114.696	Asia	2015	2015	cropland	gITS7/ITS4	17.4	1281	6.1	13.5	9565	0	2
43435	819	GF01004950S	rhizosphere soil	32.58	111.935	Asia	2015	2015	cropland	ITS3/ITS4	16.2	850	7.3	6.4	28394	0	6
43546	66	GF05024423S	soil	42.01	116.2	Asia	2016	2016	grassland	ITS1F/ITS2	3.2	360	8.1	0	38865	1	1
43605	489	GF03009563S	rhizosphere soil	36.17	103.27	Asia	2015	2015	cropland	ITS3/ITS4	9.3	275	8.2	0.5	42845	0	3
43608	1	GF05031368S	soil	45.8522	27.8228	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	10.6	483	7.1	5.8	13366	0	2
43628	181	GF05014430S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	43478	0	4
43871	181	GF05014486S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	33114	0	4
43914	298	GF05002985S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	18920	0	2
43915	298	GF05002994S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	32618	0	4
43970	181	GF05014495S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	19897	0	3
43982	345	GF04019983S	soil	36.9502	117.633	Asia	2014	2014	cropland	ITS3/ITS4	13.6	636	7.8	5	153585	0	4
43983	345	GF04019985S	soil	34.8165	113.396	Asia	2014	2014	cropland	ITS3/ITS4	14.9	590	8.1	5.4	49078	0	7
43984	345	GF04019981S	soil	36.6641	119.981	Asia	2014	2014	cropland	ITS3/ITS4	13	689	7.2	6.1	75520	0	4
43985	345	GF04019986S	soil	34.8888	113.394	Asia	2014	2014	cropland	ITS3/ITS4	15	585	8.1	6	39414	0	9
43986	345	GF04019984S	soil	36.9843	117.676	Asia	2014	2014	cropland	ITS3/ITS4	13.6	643	7.7	8.1	69553	0	11
43987	345	GF04019982S	soil	35.0382	117.036	Asia	2014	2014	cropland	ITS3/ITS4	14.3	754	7.5	5.3	89525	0	8
43989	122	GF05019558S	soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	66906	0	34
44046	117	GF05019806S	soil	59.0857	25.6849	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	5.4	666	6.6	13.6	50447	0	50
44047	181	GF05014419S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	38661	0	2
44065	122	GF05019578S	rhizosphere soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	63021	0	1
44078	589	GF03001241S	rhizosphere soil	52.16	-106.53	North America	2014	2014	grassland	ITS1F/ITS2	2.7	368	7.1	3.1	52285	0	1
44079	731	GF01011327S	root + rhizosphere soil	48.5094	13.4478	Europe	2014	2014	grassland	fITS9/ITS4	9.2	859	6.1	16.1	23293	0	11
44098	73	GF05023650S	soil	44.3617	89.0889	Asia	2017	2017	cropland	ITS5/ITS2	8.9	179	8.2	0.6	69934	0	12
44122	268	GF05005441S	soil	22.56	101.18	Asia	2020	2020	forest	ITS1F/ITS2	18.7	1800	5.4	6.3	19889	0	1
44261	149	GF05017143S	air	31.8361	117.265	Asia	2019	2019	anthropogenic	ITS1F/ITS2	16.2	1054	6.6	14.9	61462	0	3
44294	807	GF01005751S	soil	51.9918	-4.25888	Europe	2013	2014	grassland	ITS5/5.8S_fungi	9.8	1142	5.5	16	202120	0	16
44299	684	GF01016255S	soil	41.9004	111.964	Asia	2015	2015	grassland	ITS3_KYO2/ITS4	4	291	8.3	2	6631	0	1
44336	1	GF05031418S	soil	39.0318	21.7251	Europe	2018	2018	woodland	ITS9MUNngs/ITS4ngsUni	13.8	652	7.1	5.6	7824	0	3
44382	160	GF05016061S	soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	23202	0	8
44442	68	GF05024365S	rhizosphere soil	45.9364	123.674	Asia	2021	2021	wetland	ITS3/ITS4	5.3	395	7.4	3.4	47043	0	7
44483	176	GF05014875S	litter	42.8022	84.3438	Asia	2019	2019	wetland	ITS1F/ITS2	0.8	187	7.5	13.9	64307	0	9
44545	256	GF05007270S	root + rhizosphere soil	44.19	-96.46	North America	2016	2016	cropland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	6.9	632	6.5	7.1	33552	0	6
44645	819	GF01004969S	rhizosphere soil	35.0382	117.036	Asia	2015	2015	cropland	ITS3/ITS4	14.3	754	7.5	5.3	52958	0	26
44652	117	GF05019841S	soil	59.2233	24.1068	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	6.2	573	6.4	14.7	48931	0	480
44653	641	GF02000539S	soil	-35.9228	145.686	Australia	2003	2015	forest	fITS7/ITS4	16	472	6.3	3.6	31092	0	2
44708	180	GF05014604S	air	40.4081	116.674	Asia	2019	2019	anthropogenic	ITS5/ITS2	11.9	563	7.5	7.6	68010	0	1
44724	180	GF05014629S	air	40.4081	116.674	Asia	2018	2018	anthropogenic	ITS5/ITS2	11.9	563	7.5	7.6	96751	0	4
44746	1	GF05031815S	soil	43.7923	22.4976	Europe	2018	2018	grassland	ITS9MUNngs/ITS4ngsUni	11.6	588	6.7	3.6	10207	0	4
44760	362	GF04018711S	root	33.7428	-117.705	North America	2015	2015	shrubland	5.8S_Fun/ITS4_Fun	17.7	367	6.7	3.3	22728	1	13
44762	819	GF01004953S	soil	35.0382	117.036	Asia	2015	2015	cropland	ITS3/ITS4	14.3	754	7.5	5.3	48722	0	23
44763	345	GF04019987S	soil	35.0382	117.036	Asia	2015	2015	cropland	ITS3/ITS4	14.3	754	7.5	5.3	48722	0	23
44767	1	GF05031764S	soil	39.1309	-1.50991	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	14.7	398	7.8	0.8	4129	0	4
44797	819	GF01004954S	rhizosphere soil	33.256	115.567	Asia	2015	2015	cropland	ITS3/ITS4	15.6	854	8.2	5.9	52040	0	28
44801	804	GF01005894S	root	49.45	9.82	Europe	2013	2013	cropland	ITS1F/ITS4	9.6	663	6.3	7.1	36490	0	1
44962	804	GF01005911S	root	42.66	22.81	Europe	2013	2013	woodland	ITS1F/ITS4	9.9	570	6.9	4.2	25136	0	1
45018	569	GF03004098S	root	39.5153	-121.629	North America	2015	2015	aquatic	ITS9/ITS4	17.9	799	6.2	5.7	24742	0	12
45024	489	GF03009574S	topsoil	27.37	114.69	Asia	2015	2015	cropland	ITS3/ITS4	19	1405	6.4	9	29291	0	10
45085	50	GF05026117S	soil	46.33	6.9	Europe	2015	2015	cropland	ITS3/ITS4	11.3	862	6.7	4	19530	0	1
45090	1	GF05031422S	soil	47.4227	4.57778	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	9.6	985	6	8.2	6224	0	8
45111	181	GF05014535S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	36058	0	4
45113	181	GF05014423S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	30139	0	19
45125	122	GF05019572S	rhizosphere soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	60456	0	5
45169	362	GF04018712S	root	33.7428	-117.705	North America	2015	2015	shrubland	5.8S_Fun/ITS4_Fun	17.7	367	6.7	3.3	10254	1	10
45201	489	GF03009575S	rhizosphere soil	43.93	125.24	Asia	2015	2015	cropland	ITS3/ITS4	5.8	574	6.9	3.5	4892	0	1
45213	339	GF04020254S	soil	30.3616	113.107	Asia	2015	2015	cropland	gITS7/ITS4	17.4	1172	7.2	8.6	14527	0	18
45228	439	GF04003417S	soil	25.11	117.02	Asia	2017	2017	cropland	ITS5/ITS2	20.3	1411	6.1	10.9	59879	0	1
45230	819	GF01004955S	rhizosphere soil	36.2537	115	Asia	2015	2015	cropland	ITS3/ITS4	14.7	528	8.2	6.3	57742	0	41
45284	641	GF02000540S	soil	-35.9505	145.879	Australia	2003	2015	forest	fITS7/ITS4	16	492	6.2	4.4	45025	0	2
45441	117	GF05019840S	soil	59.2251	24.1128	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	6.2	575	6.5	13.8	45594	0	103
45499	1	GF05031488S	soil	41.4624	-5.31853	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	13.7	331	7.8	1.9	6232	0	2
45512	684	GF01016249S	soil	41.815	111.867	Asia	2015	2015	grassland	ITS3_KYO2/ITS4	4.5	277	8.2	0	10276	0	12
45564	298	GF05002851S	root	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	10343	0	3
45585	295	GF05003524S	water	34.9868	135.745	Asia	2018	2018	aquatic	ITS1F_KYO2/ITS2_KYO2	16.3	1352	6.3	17.3	6749	0	1
45586	295	GF05003530S	water	34.9868	135.745	Asia	2018	2018	aquatic	ITS1F_KYO2/ITS2_KYO2	16.3	1352	6.3	17.3	3847	0	1
45592	295	GF05003510S	water	34.9868	135.745	Asia	2017	2017	aquatic	ITS1F_KYO2/ITS2_KYO2	16.3	1352	6.3	17.3	12670	0	1
45593	295	GF05003509S	water	34.9868	135.745	Asia	2017	2017	aquatic	ITS1F_KYO2/ITS2_KYO2	16.3	1352	6.3	17.3	19893	0	1
45595	163	GF05016025S	topsoil	50.3527	18.2851	Europe	2018	2018	woodland	ITS3/ITS4	9.1	671	6.6	6.2	151021	0	18
45598	659	GF01019123S	soil	35.5	93.85	Asia	2011	2011	grassland	ITS3/ITS4	-4.6	138	8.3	0.1	32155	0	101
45636	181	GF05014383S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	31325	0	19
45655	20	GF05028506S	soil	51.346	3.589	Europe	2017	2017	cropland	fITS9/ITS4	10.7	778	7.6	0.5	12497	0	12
45722	439	GF04003437S	soil	32.69	116.12	Asia	2017	2017	cropland	ITS5/ITS2	15.8	932	6.9	13	82094	0	6
45771	719	GF01012298S	soil	56.1893	9.39189	Europe	2014	2014	cropland	ITS1F/58A2R	8	787	5.4	14.5	3970	0	1
45786	439	GF04003420S	soil	27.38	112.01	Asia	2017	2017	cropland	ITS5/ITS2	18.2	1420	6.6	14.1	61885	0	1
45787	355	GF04019241S	soil	37.3	100.25	Asia	2019	2019	grassland	ITS1F/ITS2	-0.4	331	8	0.9	56339	1	7
45871	731	GF01011146S	root + rhizosphere soil	48.5094	13.4478	Europe	2014	2014	grassland	fITS9/ITS4	9.2	859	6.1	16.1	13295	0	18
45881	362	GF04018702S	root	33.7428	-117.705	North America	2015	2015	shrubland	5.8S_Fun/ITS4_Fun	17.7	367	6.7	3.3	14773	1	27
45884	46	GF05026389S	root	35.6667	105.1	Asia	2021	2021	cropland	ITS1F/ITS2	7	434	8	1.7	79367	0	1
45962	485	GF04000147S	soil	56.7009	13.1109	Europe	2014	2014	forest	gITS7/ITS4	7	1068	4.1	18.1	17212	1	1
45996	181	GF05014600S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	43870	0	17
46001	312	GF05001508V	soil	25.25	-100.93	North America	2016	2016	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	6.9	3.6	14588	0	1
46061	642	GF02000349S	soil	-15.9488	-5.67937	Africa	2018	2018	woodland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	18.8	892	6.7	5.6	39448	0	2
46076	659	GF01019124S	soil	37.2667	98.3833	Asia	2011	2011	grassland	ITS3/ITS4	-0.6	180	8	2	41062	0	37
46331	20	GF05028657S	soil	51.54	5.846	Europe	2017	2017	cropland	fITS9/ITS4	10.3	761	5.4	9.2	13017	0	1
46332	339	GF04020255S	soil	32.055	117.575	Asia	2015	2015	cropland	gITS7/ITS4	15.9	1015	6.8	8.2	19729	0	2
46366	181	GF05014553S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	29626	0	4
46383	135	GF05018504S	soil	29.57	102	Asia	2018	2018	forest	ITS5/ITS2	7.2	622	6.4	22.5	56633	0	1
46400	323	GF05000732S	rhizosphere soil	29.06	121.68	Asia	2016	2016	grassland	ITS3/ITS4	18	1509	NA	NA	14003	0	3
46416	461	GF04001821S	soil	53.0884	13.9771	Europe	2011	2011	grassland	fITS7/ITS4	9.1	490	6	14.6	41140	0	2
46467	697	GF01013848S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	28165	0	1
46520	251	GF05009115S	soil	44.1955	122.807	Asia	2018	2018	grassland	ITS1F/ITS2	7	392	8.5	2	71074	0	1
46532	181	GF05014380S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	40171	0	6
46536	568	GF03004489S	air	39.88	116.48	Asia	2015	2015	anthropogenic	ITS5/ITS2	12.6	609	8	3.5	53127	0	3
46541	20	GF05028603S	soil	51.756	4.316	Europe	2017	2017	cropland	fITS9/ITS4	10.5	812	6.8	14.4	5686	0	1
46585	80	GF05023352S	shoot	35.55	-80.653	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.4	1121	5.5	6.7	31077	0	4
46620	231	GF05010517S	root	53.8739	-1.33536	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	628	6.5	6.8	39531	0	4
46623	38	GF05026906S	root	48.45	9.42	Europe	2017	2017	forest	ITS3_KYO2/ITS4	8	778	5.7	13	28847	0	1
46749	20	GF05028575S	soil	51.335	3.584	Europe	2017	2017	cropland	fITS9/ITS4	10.7	780	7.3	0.2	10158	0	11
46811	345	GF04019988S	soil	36.2842	114.979	Asia	2015	2015	cropland	ITS3/ITS4	14.7	536	8.2	5.4	27004	0	26
46812	819	GF01004957S	soil	36.2842	114.979	Asia	2015	2015	cropland	ITS3/ITS4	14.7	536	8.2	5.4	27003	0	26
46846	298	GF05002901S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	9506	0	2
46880	181	GF05014477S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	56360	0	1
46881	731	GF01011338S	root + rhizosphere soil	48.3722	14.2911	Europe	2014	2014	grassland	fITS9/ITS4	8.6	719	5.6	14.2	43936	0	1
46887	122	GF05019579S	rhizosphere soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	64380	0	2
46891	442	GF04003163S	soil	37.6167	101.2	Asia	2012	2012	grassland	gITS7/ITS4	-0.3	362	7.5	2.7	26296	1	7
46892	442	GF04003166S	soil	37.6167	101.2	Asia	2012	2012	grassland	gITS7/ITS4	-0.3	362	7.5	2.7	15832	0	61
46949	298	GF05002859S	root	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	12468	0	1
46963	779	GF01007581S	soil	-30.1017	30.025	Africa	2015	2015	grassland	ITS1F/ITS4	14.7	911	5.4	2.1	27718	0	219
46966	339	GF04020256S	soil	30.1455	113.096	Asia	2015	2015	cropland	gITS7/ITS4	17.5	1217	6.9	12.5	19029	0	2
46967	339	GF04020257S	soil	30.3617	113.107	Asia	2015	2015	cropland	gITS7/ITS4	17.4	1172	7.2	8.5	12411	0	13
47038	784	GF01007157S	soil	34.555	107.931	Asia	2016	2016	cropland	ITS5/ITS2	12	785	7.1	14	85708	0	2
47080	298	GF05002939S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	29485	0	9
47105	568	GF03004492S	air	39.88	116.48	Asia	2014	2014	anthropogenic	ITS5/ITS2	12.6	609	8	3.5	63711	0	1
47135	419	GF04004932S	rhizosphere soil	42.663	116.033	Asia	2017	2017	woodland	ITS5/ITS2	2.9	363	8.1	3.6	70557	0	1
47150	231	GF05010493S	root	53.8729	-1.3285	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.2	7.6	52428	0	3
47186	262	GF05006475S	soil	38.4136	-7.88131	Europe	2018	2018	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	16.3	671	6.4	5.5	25735	0	3
47215	489	GF03009557S	rhizosphere soil	29.17	105.82	Asia	2015	2015	cropland	ITS3/ITS4	18.2	1125	6.6	12.5	21250	0	20
47242	160	GF05016065S	soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	18347	0	6
47243	345	GF04019960S	soil	33.256	115.567	Asia	2014	2014	cropland	ITS3/ITS4	15.6	854	8.2	5.9	32785	0	3
47340	14	GF05029612S	root	53.1008	9.8258	Europe	2018	2018	forest	ITS86F/ITS4	9	795	5	20.4	12203	0	9
47363	339	GF04020272S	soil	30.3616	113.107	Asia	2015	2015	cropland	gITS7/ITS4	17.4	1172	7.2	8.6	12820	0	63
47418	80	GF05023246S	shoot	35.549	-80.651	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.4	1115	5.6	6.5	21907	0	1
47419	295	GF05003541S	water	34.9868	135.745	Asia	2018	2018	aquatic	ITS1F_KYO2/ITS2_KYO2	16.3	1352	6.3	17.3	12909	0	1
47427	117	GF05019787S	soil	59.0484	26.3571	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	5.1	618	6.7	16.5	33825	0	10
47447	439	GF04003432S	soil	30.17	116.88	Asia	2017	2017	cropland	ITS5/ITS2	17.7	1468	6.2	14	25457	0	4
47482	697	GF01013849S	soil	37.8833	114.683	Asia	2016	2016	cropland	ITS3/ITS4	14.4	531	8.2	5.6	31303	0	3
47515	387	GF04008027S	root	29.3909	-95.0344	North America	2015	2015	grassland	fITS7/ITS4	21	1245	6.4	7.2	29930	0	78
47552	181	GF05014434S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	47829	0	9
47572	181	GF05014594S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	47069	0	21
47584	270	GF05005405S	rhizosphere soil	32.8667	120.817	Asia	2018	2018	forest	ITS3/ITS4	15.3	1057	6.9	10.5	76884	1	4
47639	42	GF05026644S	root	-21.2775	55.7913	Africa	2019	2019	shrubland	ITS86F/ITS4	22.9	4597	4.9	7.7	12959	0	3
47713	256	GF05007282S	root + rhizosphere soil	44.19	-96.46	North America	2017	2017	cropland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	6.9	632	6.5	7.1	18316	0	56
47714	256	GF05007264S	root + rhizosphere soil	44.19	-96.46	North America	2016	2016	cropland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	6.9	632	6.5	7.1	21160	0	2
47715	256	GF05007278S	root + rhizosphere soil	44.19	-96.46	North America	2017	2017	cropland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	6.9	632	6.5	7.1	8070	0	2
